uuid,name,age,gender,education,occupation,marriage_status,migration_status,origin,religion,sexuality,appearance,biography
ad458017-c7e9-443d-9f77-8e598ba12153,Leon,23,male,Realschule oder gleichwertiger Abschluss,Lehrer/in,single,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"Ein junger Mann mit einem offenen und freundlichen Gesicht, er trägt meist leger- aber ordentliche Kleidung wie Jeans und Pullover.","Tim wurde in Deutschland geboren und wuchs ohne religiöse Prägung auf. Nach seinem Realschulabschluss entschied er sich für eine Ausbildung zum Lehrer, da er schon früh seine Leidenschaft für das Unterrichten entdeckte. Mit 23 Jahren ist Tim Single und konzentriert sich voll und ganz auf seine berufliche Entwicklung als Lehrer an einer Grundschule. In seiner Freizeit engagiert er sich ehrenamtlich im Sportverein und genießt die Zeit mit seinen Freunden und"
b648397f-0592-4100-b1e0-3a7177ee8ab4,Klara,58,female,Abschluss der polytechnischen Oberschule,Erzieher/in,married,without_migration,Deutschland,Christians,heterosexual,"Die Frau hat kurz geschnittenes, grau meliertes Haar und trägt es oft zu einem praktischen Bob frisiert. Sie hat ein freundliches Gesicht mit wenigen Falten um die Augen, was auf viel Lächeln im Laufe ihres Lebens schließen lässt.","Gabriele wuchs in einem kleinen Dorf in Deutschland auf und besuchte die polytechnische Oberschule. Nach ihrer Ausbildung arbeitete sie viele Jahre als Erzieherin in einem Kindergarten, wo sie Kinder liebevoll betreute und förderte. Im Alter von 25 Jahren heiratete sie ihren langjährigen Freund, mit dem sie zwei Kinder großzog. Sie ist gläubige Christin und lebt heute mit ihrem Mann in einem gemütlichen Haus in ländlicher Umgebung."
c0c12c7b-fe97-4345-ac52-7f5374254f95,Mustafa Öztürk,51,male,Fachhochschul- oder Hochschulreife,Buchhalter/in,single,without_migration,Deutschland,Muslims,heterosexual,"Ein gepflegter Mann Mitte 50, mit kurzen, grauen Haaren und Brille, der in seinem professionellen Auftreten als Buchhalter seriös und zuverlässig wirkt.","Ein 51-jähriger heterosexueller Mann aus Deutschland mit muslimischem Glauben, der als Buchhalter arbeitet, ist in seiner Heimatstadt aufgewachsen und hat eine Fachhochschul- oder Hochschulreife erworben. Trotz seiner akademischen Ausbildung hat er sich nie verheiratet, was möglicherweise durch seine Karriereorientierung und das Leben im beruflichen Umfeld beeinflusst wurde."
629d4264-24d3-40cd-8e03-1a4abe81b684,Eva Müller,54,female,Realschule oder gleichwertiger Abschluss,Wissenschaftler/in,married,without_migration,Deutschland,Christians,heterosexual,"Eine Frau mit kurzem, leicht ergrautem Haar, das sie meist zu einem praktischen Pferdeschwanz bindet, trägt oft eine Brille mit schmalem Gestell und hat ein freundliches Lächeln, das von ihrer ruhigen Art","Die 54-jährige deutsche Wissenschaftlerin wuchs in einem christlichen Elternhaus auf und absolvierte nach der Realschule eine Ausbildung im naturwissenschaftlich-technischen Bereich. Sie heiratete früh und hat zwei Kinder. Ihre Karriere führte sie durch verschiedene Forschungsprojekte und Instituten bis hin zu ihrer aktuellen Position als Forscherin an einer Universität. Trotz der Herausforderungen im Berufs- und Familienleben konnte sie sich erfolgreich etablieren und ist stolz darauf, ihre Forschungsergebnisse zur"
cfa34f11-5dab-432c-927b-1c6dfb3335da,Yasser,0,male,Unknown,Unemployed,single,with_migration,Jordanien,Muslims,heterosexual,"Ein Säugling mit dunkler Haut und feinen Gesichtszügen, möglicherweise mit einem leicht mandelförmigen Augenaufschlag, was auf seine jordanische Herkunft hinweist.","Ein kleiner Junge, geboren in Jordanien, ist gerade erst auf die Welt gekommen. Seine Familie hat kürzlich ihre Heimat verlassen, um in einem neuen Land eine bessere Zukunft zu suchen. Obwohl sein Bildungsweg noch unbestimmt ist, wird er in den kommenden Jahren die Herausforderungen des Aufbaus eines neuen Lebens in einem fremden Kulturkreis kennenlernen."
d2effa72-ed51-4009-a443-8dc0dc694c91,Helga,87,female,Haupt- (Volks-)schulabschluss,Rentner/in,widowed,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"Die 87-jährige Rentnerin hat ein faltiges, aber freundliches Gesicht mit blauen Augen und kurzen, weißen Haaren. Sie trägt oft praktische Kleidung wie Blusen und Röcke, die ihr einen gepflegten und","Geboren wurde sie 1936 in Deutschland, wo sie auch ihre Kindheit verbrachte. Sie besuchte die Volksschule und begann nach Beendigung ihrer Schulzeit eine Ausbildung als Verkäuferin, die sie bis zu ihrer Heirat 1954 ausübte. Danach kümmerte sie sich um den Haushalt und zog drei Kinder groß. Nach dem Tod ihres Ehemanns im Jahr 2005 lebt sie seitdem als Rentnerin allein."
78214f92-df23-4ac3-a8bb-a3ef2be74976,Elena Schneider,35,female,Fachhochschul- oder Hochschulreife,Anwalt/Anwältin,married,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"Eine etwa 35-jährige Frau mit einem professionellen Auftreten, das durch einen klassischen Hosenanzug und eine elegante Frisur unterstrichen wird; sie trägt dezente Schmuckstücke und hat ein selbstbewusstes Lächeln","Geboren und aufgewachsen in Deutschland, absolvierte sie nach ihrem Abitur ein Jurastudium an einer renommierten deutschen Universität. Nach erfolgreichem Abschluss ihrer Ausbildung arbeitete sie zunächst als Anwältin in einer Kanzlei, bevor sie sich selbstständig machte. Mit 32 Jahren heiratete sie ihren langjährigen Freund, mit dem sie heute in einer gemütlichen Wohnung lebt. Ihre religiöse Ungebundenheit ermöglicht ihr einen flexiblen Umgang mit kulturellen"
765cb220-2436-4d63-951a-756edf933d5e,Lukas,1,male,Unknown,Unemployed,single,without_migration,Deutschland,Christians,heterosexual,"Ein etwa ein Jahr alter Junge mit blonden Haaren und blauen Augen, der die typischen Merkmale eines deutschen Säuglings aufweist.","Der kleine Max wurde vor einem Jahr in Deutschland geboren und wächst in einem christlichen Haushalt auf. Seine Eltern sind sehr liebevoll und sorgen dafür, dass er eine glückliche Kindheit hat. Da Max noch zu jung ist, um berufstätig oder verheiratet zu sein, genießt er seine ersten Lebensjahre im Kreise seiner Familie."
ea97e944-2d34-4478-b94f-0fe72327aa5f,Leila,54,female,Realschule oder gleichwertiger Abschluss,Sozialarbeiter/in,single,with_migration,Irak,Muslims,heterosexual,"Eine Frau Mitte fünfzig mit einem sanften, aber entschlossenen Ausdruck im Gesicht, ihre Haut ist leicht gebräunt, sie trägt ihr dunkles Haar meist in einem praktischen Kurzhaarschnitt und bevorzugt schlichte, bequeme","Amina, geboren im Irak, wanderte als junge Frau nach Deutschland aus und hat sich dort erfolgreich integriert. Mit einem Realschulabschluss begann sie ihre berufliche Laufbahn zunächst in verschiedenen sozialen Projekten. Seit über 20 Jahren arbeitet sie nun als Sozialarbeiterin und setzt sich leidenschaftlich für benachteiligte Menschen ein. Trotz ihrer Herausforderungen blieb Amina immer ihrer muslimischen Religion treu und lebt seit vielen Jahren Single."
65d97cd2-d614-4c3d-9863-1e5882c37eeb,Otto,44,male,Realschule oder gleichwertiger Abschluss,Polizist/in,single,without_migration,Deutschland,Muslims,heterosexual,"Ein kräftig gebauter Mann Mitte vierzig mit kurzen, dunklen Haaren und einem markanten Gesicht, das von seiner ernsten Berufswahl geprägt ist.","Ein 44-jähriger deutscher Polizist, der nach seinem Realschulabschluss eine Ausbildung zum Polizeibeamten absolvierte. Er ist unverheiratet und lebt in einem kleinen Städtchen, wo er seit über zwanzig Jahren im Dienst steht. Trotz seiner beruflichen Erfolge hat er sich nie ernsthaft auf eine feste Beziehung eingelassen. Als Muslim hat er seine religiösen Werte stets bewahrt und pflegt enge Beziehungen zu seiner Familie und Freunden."
bb83bded-fb9a-4f23-9e79-01cbd6ed7c06,Amina,68,female,Realschule oder gleichwertiger Abschluss,Rentner/in,married,with_migration,Syrien,Muslims,heterosexual,"Eine 68-jährige syrische Frau mit einem warmen Lächeln und tiefen Lachfältchen um die Augen, sie trägt traditionelle Kleidung und ein Kopftuch.","Die 68-jährige Frau ist als Rentnerin im Ruhestand und hat ihre Berufslaufbahn erfolgreich abgeschlossen. Sie stammt aus Syrien und hat Deutschland nach ihrer Heirat zu ihrem neuen Zuhause gemacht. Als Muslimin lebt sie mit ihrem Ehemann in einer glücklichen Ehe. Ihre Ausbildung umfasst einen Realschulabschluss, den sie vor langer Zeit absolviert hat."
30db49f4-552b-4f73-9fff-6d319218de59,Oksana,9,female,Unknown,Schüler/in,single,with_migration,Ukraine,Christians,heterosexual,"Das Mädchen hat lange, wellige blonde Haare und blaue Augen; Sie trägt oft traditionelle Kleidung wie eine Bluse und einen Rock.","Lena ist ein neunjähriges Mädchen, das vor einigen Jahren mit ihrer Familie aus der Ukraine nach Deutschland gezogen ist. Sie lebt derzeit in einem kleinen Ort in Bayern und besucht dort die Grundschule. Lena hat eine große Liebe zu Büchern entwickelt und verbringt gerne Zeit im örtlichen Bibliotheksclub. Ihre Familie, die seit Generationen christlich geprägt ist, spielt eine wichtige Rolle in ihrem Leben."
5fea54ce-c91f-4801-bc3b-6df6d48165b4,John Grech,53,male,Realschule oder gleichwertiger Abschluss,Sozialarbeiter/in,single,with_migration,Malta,Christians,heterosexual,"Ein Mann mit südländischem Teint, tiefen Lachfalten um die Augen, kurzem, leicht ergrautem Haar und einem sympathischen Lächeln. Er trägt meist praktische Kleidung wie Jeans und einen Pullover, dazu eine","Geboren in Malta zog er im Alter von 20 Jahren nach Deutschland, wo er zunächst verschiedene Jobs annahm, bevor er seine berufliche Laufbahn als Sozialarbeiter einschlug. Trotz seiner heterosexuellen Orientierung hat er sich nie verheiratet, was ihm jedoch viel Freiraum für seine Arbeit gegeben hat. Sein christlicher Glaube und seine maltesischen Wurzeln prägen sein Leben und seine Arbeitsweise, die stark von Empathie und Verständnis geprägt"
9b43c89a-2fc1-4f7b-af60-59a0a59ff2e8,Anna Nowak,37,female,Fachhochschul- oder Hochschulreife,Anwalt/Anwältin,married,with_migration,Polen,Christians,heterosexual,"Die 37-jährige Anwältin hat kurzes, dunkles Haar, das sie oft zu einem eleganten Bob trägt. Sie hat markante Gesichtszüge, einen durchdringenden Blick und trägt meist dezenten Schmu","Die 37-jährige Anwältin wurde in Polen geboren und wanderte als junges Mädchen mit ihrer Familie nach Deutschland aus. Sie hat ihre Fachhochschulreife erfolgreich abgeschlossen und studierte anschließend Rechtswissenschaften an einer deutschen Universität. Heute ist sie verheiratet und praktiziert in einer renommierten Kanzlei, wo sie sich insbesondere auf Migrationsrecht spezialisiert hat. Ihre christliche Erziehung prägt ihr Leben, und sie engagiert sich ehrenamtlich in"
c0ebc49f-feb6-42db-be3f-05e525225a75,Elena,62,female,Realschule oder gleichwertiger Abschluss,Arzt/Ärztin,widowed,with_migration,Bulgarien,Religiously_unaffiliated,heterosexual,"Die Frau hat kurz geschnittenes, grau-weißes Haar und trägt oft eine Brille mit dünnem Metallgestell. Ihre Kleidung ist dezent und klassisch, sie bevorzugt Hosenanzüge und Blusen.","Geboren in Bulgarien wanderte sie als Jugendliche nach Deutschland aus, wo sie zunächst ihre schulische Ausbildung auf einer Realschule abschloss. Trotz des schwierigen Starts in einem neuen Land, schaffte sie es durch ihren Fleiß und ihre Entschlossenheit, eine medizinische Laufbahn einzuschlagen. Sie heiratete jung und war viele Jahre verheiratet bis ihr Ehemann verstarb. Sie arbeitete als Ärztin und konnte durch ihre Fachkenntnisse und Emp"
a400a819-8895-4aa2-b2cd-1bcf49b95e0c,Emma,13,female,Unknown,Schüler/in,single,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"Ein dreizehnjähriges Mädchen mit einem frischen, jugendlichen Gesicht und offenen, neugierigen Augen, das oft in sportlicher Kleidung zu sehen ist. Ihre Haare sind mittellang und leicht wellig, was ihr","Lisa ist eine 13-jährige Schülerin aus Deutschland, die in einem kleinen Städtchen lebt. Sie besucht die achte Klasse eines Gymnasiums und zeigt großes Interesse an Mathematik und Naturwissenschaften. Lisa ist religiös ungebunden und lebt in einem stabilen familiären Umfeld. Ihre Freizeit verbringt sie gerne mit Freundinnen, bei sportlichen Aktivitäten oder beim Lesen von Büchern."
a4427bd1-1fe4-4134-8440-5c17628d9c55,Erika Müller,52,female,Realschule oder gleichwertiger Abschluss,Lehrer/in,married,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"Die Frau hat kurze, gepflegte Haare, oft zu einem praktischen Schnitt gestylt, trägt meist klassische Kleidung wie Blusen und Hosenanzüge und hat ein freundliches, offenes Gesicht.","Sie wuchs im ländlichen Raum Deutschlands auf und besuchte nach ihrer Schulausbildung an der Realschule eine Ausbildung zur Lehrerin. Sie ist seit über zwanzig Jahren verheiratet und hat zwei erwachsene Kinder. Ihre Lehrtätigkeit führte sie zunächst an verschiedene Grundschulen, wo sie viele Jahre unterrichtete. Heute arbeitet sie als Lehrerin an einem Gymnasium, wo sie ihre Schüler mit viel Engagement und Geduld begleitet."
0979904f-cf5e-4ccd-837b-09ceac0c10b4,Svetlana,57,female,Realschule oder gleichwertiger Abschluss,Soldat/in,divorced,with_migration,Ukraine,Muslims,heterosexual,"Die 57-jährige Frau hat markante Züge, die durch ihre ukrainische Herkunft und ihr Militärleben geprägt sind; sie trägt kurze, graue Haare und hat einen kräftigen Körperbau, was auf ihre körperliche Tätigkeit als Sold","Olena ist eine 57-jährige Frau ukrainischer Herkunft, die als Soldatin in Deutschland dient. Sie migrierte aus der Ukraine nach Deutschland und hat dort ihren Realschulabschluss absolviert. Nach ihrer Scheidung widmete sie sich voll und ganz ihrem militärischen Dienst. Olena ist muslimischen Glaubens und lebt ihr Leben heterosexuell orientiert."
8d572b3f-d006-4cb1-94b8-ac884f976382,Lara,1,female,Unknown,Unemployed,single,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"Ein kleines Mädchen mit blonden Haaren und blauen Augen, das ein rosafarbenes Kleidchen trägt.","Die kleine Marie wurde vor einem Jahr in Deutschland geboren. Sie lebt derzeit bei ihren Eltern, die sie liebevoll versorgen. Ihre Zukunft ist noch voller Möglichkeiten, da ihre berufliche Laufbahn und Bildungsweg noch nicht festgelegt sind."
99494bdc-806a-4e5f-8026-3293cb77adbc,Lena,11,female,Unknown,Schüler/in,single,without_migration,Deutschland,Christians,heterosexual,"Ein Mädchen mit einem fröhlichen Gesicht, das von Natur aus leicht gewellte, mittelblonde Haare hat, die bis zu den Schultern reichen, typisch für Kinder dieses Alters und aus Deutschland.","Mia ist ein lebhaftes Mädchen aus Deutschland, das im Alter von elf Jahren die Grundschule besucht. Sie lebt bei ihren Eltern und hat zwei jüngere Brüder. Ihre Familie ist christlich geprägt, was auch ihre Erziehung und Werte beeinflusst. Mia liebt es, zu lesen und Zeit mit Freunden zu verbringen."
408147eb-d1e3-4203-8244-374b85973d3d,Sanjana,30,female,Fachhochschul- oder Hochschulreife,Mechaniker/in,single,with_migration,Indien,Hindus,heterosexual,"Eine junge Frau indischer Herkunft, sie hat dunkle, glatte Haare und braune Augen, ihre Haut ist hellbraun, sie trägt einen kurzen Haarschnitt, hat eine sportliche Statur und trägt meist praktische Arbeitskleid","Die 30-jährige Inderin ist als Mechanikerin tätig und hat ihre Ausbildung nach Erhalt ihrer Fachhochschulreife begonnen. Sie kam als Kind mit ihren Eltern nach Deutschland und wuchs in einem multikulturellen Umfeld auf, was ihr half, sich schnell zu integrieren. Trotz ihres beruflichen Erfolgs bleibt sie Single und konzentriert sich auf ihre berufliche Entwicklung. Ihre hinduistischen Wurzeln prägen weiterhin ihren Alltag und geben ihr Halt"
4ccaaa4f-046b-487b-ac0a-aef7d15d013d,Todor,41,male,Haupt- (Volks-)schulabschluss,Koch/Köchin,divorced,with_migration,Bulgarien,Christians,heterosexual,"Der Mann hat markante Gesichtszüge, dunkle Augen und kurzes, dunkles Haar, das er ordentlich zur Seite gekämmt trägt. Seine Haut ist leicht gebräunt, und er hat einen kräftigen Körperbau, was","Der 41-jährige Bulgare, geboren als Ivan Petrov, zog im Alter von 20 Jahren nach Deutschland, um hier sein Glück zu suchen. Er begann seine berufliche Laufbahn in der Gastronomie, wo er schnell durch seine kulinarischen Fähigkeiten überzeugte und schließlich zum Koch aufstieg. Seine Ehe, die er vor einigen Jahren einging, endete in einer Scheidung, was ihn jedoch nicht davon abhielt, weiterhin erfolgreich in seinem Beruf tätig"
00a80a13-d5a6-4a67-985e-f6ff61c45687,Džemal,54,male,Haupt- (Volks-)schulabschluss,Bauarbeiter/in,single,with_migration,Bosnien und Herzegowina,Christians,heterosexual,"Ein kräftiger Mann mit wettergegerbtem Gesicht und kurzen grauen Haaren, der eine Arbeitsjacke und robuste Stiefel trägt.","Geboren wurde er 1968 in Sarajevo. Mit 17 Jahren kam er als Kriegsflüchtling nach Deutschland, wo er seitdem lebt und arbeitet. Sein Hauptschulabschluss ermöglichte ihm den Einstieg ins Berufsleben. Er arbeitete als Bauarbeiter und hat sich über die Jahre einen stabilen Job bei einem mittelständischen Unternehmen gesichert. Seine heterosexuelle Orientierung und sein christlicher Glauben sind feste Bestandteile seines Lebens."
7d1f8802-c0f8-40ea-80a1-6b52cf79bdee,Otto Müller,58,male,Fachhochschul- oder Hochschulreife,Sekretär/in,married,without_migration,Deutschland,Muslims,heterosexual,"Ein etwa 58-jähriger Mann deutscher Herkunft, der als Sekretär arbeitet. Er hat kurz geschnittenes, graues Haar, trägt oft einen gepflegten Bart und hat ein freundliches Gesicht.",Der 58-jährige Mann wuchs in Deutschland auf und absolvierte seine Fachhochschul- oder Hochschulreife. Er arbeitete viele Jahre als Sekretär und ist verheiratet. Trotz seiner muslimischen Glaubens hat er sich gut in die deutsche Gesellschaft integriert.
296d4c1d-8078-4a0c-b49a-663d4d265252,Maximilian,28,male,Fachhochschul- oder Hochschulreife,Lehrer/in,single,without_migration,Deutschland,Christians,heterosexual,"Der 28-jährige Mann hat kurze, ordentlich geschnittene braune Haare und trägt eine Brille, was auf seine berufliche Tätigkeit als Lehrer hindeutet; er ist sportlich schlank und kleidet sich meistens","Johannes wurde im Jahr 1995 in Deutschland geboren und wuchs in einem christlichen Umfeld auf. Nach seinem Abitur entschied er sich für ein Lehramtsstudium an einer Universität, das er erfolgreich abschloss. Seitdem arbeitet er als Lehrer an einer weiterführenden Schule und ist sehr engagiert in seiner Arbeit. Mit 28 Jahren genießt er sein Single-Leben, das ihm viel Freiheit für seine Hobbys und berufliche Weiterbildung lässt."
86c4207c-f8d6-4db1-a4fc-66ae42da9178,Aminata,50,female,Haupt- (Volks-)schulabschluss,Wissenschaftler/in,married,with_migration,Gambia,Muslims,heterosexual,"Eine etwa 50-jährige Frau afrikanischer Herkunft, die ein elegantes Kopftuch trägt, das ihre Haare bedeckt, was auf ihre muslimische Glaubenszugehörigkeit hinweist. Sie hat markante Gesichtszüge und tief","Die 50-jährige Wissenschaftlerin migrierte als Jugendliche aus Gambia nach Deutschland und schloss ihre Schulausbildung mit einem Hauptschulabschluss ab. Trotz der Herausforderungen des Systems schaffte sie es, durch Fleiß und Beharrlichkeit ihre berufliche Karriere im wissenschaftlichen Bereich zu verfolgen. Sie ist verheiratet und hat ihre muslimischen Wurzeln bewahrt, während sie sich erfolgreich in der deutschen Gesellschaft integriert hat."
ac05f98f-8bf5-4a24-a6f1-7dd79fdba648,Olena Kovalenko,34,female,Realschule oder gleichwertiger Abschluss,Koch/Köchin,married,with_migration,Ukraine,Religiously_unaffiliated,heterosexual,"Die 34-jährige Frau hat kurzes, dunkles Haar, das sie oft zu einem praktischen Pferdeschwanz bindet, und trägt meist bequeme Kleidung wie Jeans und T-Shirts. Ihre Haut ist leicht geb","Olena ist eine 34-jährige Köchin, die vor vielen Jahren aus der Ukraine nach Deutschland ausgewandert ist. Sie hat ihre berufliche Leidenschaft früh entdeckt und nach ihrem Realschulabschluss eine Ausbildung zur Köchin absolviert. Olena ist verheiratet und lebt mit ihrem Ehemann in einer kleinen Stadt, wo sie in einem beliebten Restaurant arbeitet. Trotz ihrer religiösen Ungebundenheit schätzt sie die kulturellen Traditionen beider Länder und integriert sie"
