uuid,name,age,gender,education,occupation,marriage_status,migration_status,origin,religion,sexuality,appearance,biography
b7fabcfe-d6c4-41f9-8910-2073a2fef652,Yelena Weber,80,female,Realschule oder gleichwertiger Abschluss,Rentner/in,widowed,with_migration,Russland,Religiously_unaffiliated,heterosexual,"Sie hat ein leicht stoßzähniges, faltiges Gesicht, silbergraues, leicht lockiges Haar, das sie zu einem lockeren Knoten bindet, und warme, graue Augen. Oft trägt sie ein bequemes, bodenlanges, dunkelblaues Kleid aus feinem Stoff, das ihren schlanken, aber kräftigen, leicht gebückten Körper unterstreicht.","Geboren 1945 in einer kleinen Stadt nahe Volgograd, kam sie in den frühen 1990er Jahren zusammen mit ihrem Mann nach Deutschland, wo sie in einer Realschule die restliche Sekundarstufe absolvierte. Dort arbeitete sie drei Jahrzehnte lang als Spitzenmusterfrau in einer Textilfabrik, bevor sie mit 63 in den Ruhestand ging. Nach dem Tod ihres Mannes vor fünf Jahren widmet sie sich intensiv dem Familienleben, hilft ihren Enkeln bei der Hausaufgabenbetreuung und ist aktiv in einer seniorenorientierten Nachbarschaftsgemeinschaft. Obwohl sie keine religiöse Bindung hat, pflegt sie eng das Band zu ihren russischstämmigen und deutschen Nachbarn und identifiziert sich als heterosexuelle, lebensfrohe Seniorin."
10be2860-2788-4164-b1f9-2a1ae1957907,Elif,21,female,Realschule oder gleichwertiger Abschluss,Erzieher/in,single,with_migration,Türkei,Muslims,heterosexual,"Sie trägt ihr dunkles, glatt fallendes Haar bis kurz unter die Schultern, hat ein warmes olivfarbenes Hautbild und leicht mandelförmige, braune Augen. Als Kindergärtnerin bevorzugt sie praktische, aber stilvolle Outfits – eine locker sitzende Blazer‑Stoffbluse, ein knielanges, farbloses Kleid mit leichtem Strümpfen und flachen, bequemen Schuhen, oft ergänzt durch ein dezentes, schlichtes Kopftuch.","Nach dem Abschluss der Realschule in Köln hat sie eine Fachschul-Weiterbildung zur Erzieherin an der örtlichen Berufsschule absolviert und arbeitet seit ihrem 20. Geburtstag in einer städtischen Kindertagesstätte. Ihre Familie ist ursprünglich aus der Türkei stammend; sie hat früh die deutsch-türkische Kultur zwischen zwei Welten erlebt und legt großen Wert auf ihre muslimische Herkunft, ohne jedoch religiöse Verpflichtungen in den Alltag ihrer Arbeit einzubeziehen. Mit 21 Jahren ist sie ledig, orientiert sich an den üblichen Lebensabschnitten einer jungen Generation – sie pflegt enge Freundschaften, plant einen Auslandsaufenthalt und beschäftigt sich aktiv mit Integrationsprojekten in ihrer Nachbarschaft. Als heterosexuelle Frau nutzt sie ihr Netzwerk aus Kollegen und Freunden, um sich in der Berufswelt und im privaten Umfeld weiterzuentwickeln."
5358a30d-aa6e-485e-9082-5652d7a3cd3c,Arda,5,male,Unknown,Unemployed,single,with_migration,Türkei,Muslims,heterosexual,"Er trägt ein abgenutztes blaues T‑Shirt und eine Jeans, hat kurze schwarze Haare, helle, runde braune Augen und eine leicht olivfarbene Haut mit einem kleinen, blauen Wunde auf der linken Wange.","Ein fünfjähriger Junge aus der Türkei lebt seit kurzem mit seiner Familie in einer kleinen Stadt in Deutschland. Er besucht den Kindergarten, wo er neben seinen türkischsprachigen Mitschülern auch Deutsch lernt, und hat noch keine formale Schulbildung absolviert. Die Familie ist muslimisch, und er wird in einer vertraulichen, traditionellen Umgebung aufgezogen, in der er schon früh die Gebete und das Familienleben der Türkei kennenlernt. Da er noch so jung ist, gibt es noch keine Arbeit oder weiteren sozialen Verpflichtungen. In den frühen Wochen hat er bereits erste Freundschaften geschlossen und zeigt ein natürliches Interesse an den neuen kulturellen Eindrücken."
cd03c8e7-bbd9-4215-8394-be9f7dbaf7d6,Arash Farhang,19,male,Fachhochschul- oder Hochschulreife,Schüler/in,single,with_migration,Iran,Muslims,heterosexual,"Er ist etwa 1,80 m groß, schlank und trägt ein leicht gepflegtes, kurzes Braunbartchen; sein Hautton ist hell bis rötlich, die Haare dunkelbraun und die Augen braun. In der Regel trägt er ein schlichtes T‑Shirt, Jeans und manchmal ein dezentes Kopftuch oder Halstuch, das seine muslimische Herkunft betont.","Als 19-jähriger Student aus dem iranischen Herkunftsraum lebt er seit fünf Jahren in Deutschland und hat die Fachhochschulreife mit einem guten Notendurchschnitt erworben. Nach seinem Besuch einer weiterführenden Schule in Köln ist er im zweiten Semester eines Wirtschaftsinformatikstudiums an der Hochschule am Rhein-Sieg eingeschrieben und arbeitet nebenbei in einem lokalen Café, um die Studiengebühren zu decken. Er ist noch ledig, pflegt jedoch ein enges Netzwerk aus Kommilitonen und Freunden aus seiner Heimatregion, mit denen er regelmäßig traditionelle Gerichte kocht und kulturelle Feste wie das Nowruz feiert. Als gläubiger Muslim integriert er seine religiösen Praktiken in den Alltag, indem er morgens vor dem Studium das Gebet verrichtet und an Wochenenden die Gemeinde besucht. Trotz seiner jungen Jahre ist er in seiner Zukunftsplanung bereits realistisch und plant, nach dem Abschluss in ein internationales IT-Unternehmen einzusteigen, um sowohl seine fachlichen Fähigkeiten als auch seine interkulturelle Kompetenz einzusetzen."
8c3be5c5-e5fd-41d6-857d-125d3d40402a,Marek Nowak,18,male,Fachhochschul- oder Hochschulreife,Reinigungskraft,single,with_migration,Polen,Christians,heterosexual,"Ein 18‑jähriger Polier aus Polen, mit hellbraunen Haaren, braunen Augen und einem leicht gepflegten Bartschatten, trägt meist eine schlichte, sauber gehaltene Arbeitsuniform und wirkt durch seinen athletischen, nordosteuropäischen Körperbau frisch und selbstsicher.","Jens Müller, 18 Jahre alt, ist seit seinem Umzug aus Polen nach Deutschland in einem örtlichen Hotel als Reinigungskraft tätig. Durch den Erhalt seiner Fachhochschulreife plant er, in den nächsten Jahren ein Studium der Betriebswirtschaft an einer Fachhochschule aufzunehmen und kombiniert die Ausbildung mit Teilzeitarbeit, um die ersten Lebenshaltungskosten zu decken. Als einjunger, heterosexueller Christ legt er Wert auf Gemeinschaft und betet regelmäßig in seiner lokalen Pfarrgemeinde, wo er sowohl soziale Kontakte knüpft als auch Unterstützung für seine beruflichen Ziele findet. Er ist ledig, hat aber ein starkes Netzwerk aus Freund:innen aus Polen und Deutschland, die ihm bei der Integration und beim Aufbau seiner Karriere beistehen."
da8ced65-f19b-45e6-80fb-03f9d7ae8632,Marco Rossi,48,male,Fachhochschul- oder Hochschulreife,Sozialarbeiter/in,married,with_migration,Italien,Christians,heterosexual,"Ein 48-jähriger Mann mit mediterranem Hautton, leicht grauem, kratzigem Haarkopf und freundlichen braunen Augen, trägt meist ein schlichtes Hemd und robuste Jeans – ein praktischer, aber ordentlicher Look, der seine Tätigkeit als Sozialarbeiter unterstreicht.","Marco Rossi ist 48 Jahre alt, verheiratet und arbeitet seit über 20 Jahren als Sozialarbeiter in Berlin. Als erster seiner Familie, der 1992 aus Neapel nach Deutschland kam, hat er an einer Fachhochschule die Qualifikation in Sozialarbeit abgeschlossen und sich besonders auf die Unterstützung von Geflüchteten und Menschen mit Migrationshintergrund spezialisiert. Im Rahmen seiner Arbeit betreut er neben individuellen Klienten auch Gruppen in der Gemeinde, um interkulturelle Verständigung zu fördern. Marco und seine Frau, eine gebürtige Deutsche, haben zwei Kinder, die im bilingualen Umfeld aufwachsen. Er ist tief im christlichen Glauben verwurzelt und engagiert sich regelmäßig in der Pfarrgemeinschaft, wo er seine Erfahrungen als Mentor für junge Migranten teilt."
9de88a1d-3024-4dde-b894-db9051b2d76b,Erich Müller,81,male,Realschule oder gleichwertiger Abschluss,Rentner/in,divorced,without_migration,Deutschland,Christians,heterosexual,"Ein schmächtiger, grauhaariger Mann mit schütterem Bart, der in einer abgewetzten, einfachen Arbeitslederjacke und Jeans unterwegs ist, trägt stets eine kleine Brille und nutzt gelegentlich eine Gehstütze.","Hans Meier wurde 1942 in einer Kleinstadt in Bayern geboren und wuchs in einer christlichen Arbeiterfamilie auf. Nach dem Realschulabschluss folgte ein Ausbildungsgang als Industriemechaniker, den er 1964 erfolgreich abschloss, und er arbeitete fast vier Jahrzehnte in einer lokalen Stahlfabrik, bevor er 2001 in den Ruhestand ging. In den 1970er Jahren heiratete er seine Schulfreundin, mit der er zwei Kinder bekam; die Ehe wurde in den frühen 1990er Jahren geschieden, wobei er den Kontakt zu den Kindern aufrechterhielt. Heute lebt er in einem kleinen Wohnhaus in der Nähe der Heimatstadt, widmet sich seiner Familie, pflegt regelmäßig die Kirche und genießt Spaziergänge im Wald, um aktiv und gesund zu bleiben."
ad458017-c7e9-443d-9f77-8e598ba12153,Lukas Schröder,23,male,Realschule oder gleichwertiger Abschluss,Lehrer/in,single,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"23‑jähriger deutscher Lehrer mit kurzen dunklen Haaren, leichtem Bart und einer schlichten Brille, trägt eine sportlich-elegante Kleidung aus Poloshirt, Khakihose und flachen Schuhen – sein Auftreten wirkt freundlich, selbstbewusst und gepflegt.","Mit 23 Jahren hat er sein Studium der Erziehungswissenschaften an einer Hochschule für angewandte Wissenschaften abgeschlossen und ist seitdem als Grundschullehrer an der Johannis‑Schule in seiner Heimatstadt tätig. Obwohl er ohne Migrationshintergrund aufgewachsen ist, engagiert er sich aktiv für Inklusion und Digitalisierung in der Schule. Seine offene, naturverbundene Persönlichkeit spiegelt sich in seiner Vorliebe für Outdoor-Aktivitäten und im regelmäßigen Austausch mit den Eltern wider. Derzeit ist er ledig, arbeitet Vollzeit und plant, in den nächsten Jahren eine Fortbildung im Bereich Inklusion zu absolvieren, um seine pädagogische Arbeit weiter zu vertiefen."
b648397f-0592-4100-b1e0-3a7177ee8ab4,Gisela Müller,58,female,Abschluss der polytechnischen Oberschule,Erzieher/in,married,without_migration,Deutschland,Christians,heterosexual,"Sie ist von mittlerer Statur, trägt ihr leicht silbrig-graues Haar kurz geschnitten und hat eine schlichte, klare Brille. In ihrer Arbeitskleidung bevorzugt sie einen dunklen Blazer über einem Bluse, ein dezentes Perlenringsymbol auf der linken Hand und einen leicht abgenutzten Ledersatchel, der ihre langjährige, praxisorientierte Erfahrung widerspiegelt.","Maria Schmidt wuchs in einer kleinen Stadt im westdeutschen Rheinland auf, absolvierte die polytechnische Oberschule und arbeitete anschließend als Erzieherin in mehreren Kindergärten der Region. Sie heiratete in den frühen 30ern und hat zwei Kinder, die mittlerweile an einer Fachhochschule studieren. Während ihrer dreißigjährigen Tätigkeit engagierte sie sich besonders im christlichen Elternverein und setzte sich für frühkindliche Bildung ein. Heute, im Alter von 58, bereitet sie sich auf den Ruhestand vor, plant aber weiterhin ehrenamtliche Tätigkeiten in ihrer Gemeinde."
c0c12c7b-fe97-4345-ac52-7f5374254f95,Süleyman Müller,51,male,Fachhochschul- oder Hochschulreife,Buchhalter/in,single,without_migration,Deutschland,Muslims,heterosexual,"Ein 51‑jähriger, schlanker Mann mit leicht grauen, kurzgeschnittenen Haaren, einer gepflegten, leicht gewachsenen Bartlinie und schmalen, grauen Augenbrauen, trägt meistens ein helles, gebügelt‑es Hemd, dunkelblaues Hemd und eine dezente Krawatte – passend zu seiner Bürojob als Buchhalter. Durch die gepflegte Frisur und das leicht geseltene Gesicht wirkt er professionell, etwas zurückhaltend, ohne aufdringlichen Stil.","Thomas Schaefer ist 51 Jahre alt und stammt aus einer kleinen Stadt an der Ostseeküste. Er hat die Fachhochschulreife in Rechnungswesen erworben und arbeitet seit fast drei Jahrzehnten als Buchhalter bei einer regionalen Bank, wo er für die Finanzkontrolle und die Jahresabschlüsse zuständig ist. Aufgewachsen in einer religiös‑bewussten muslimischen Familie, besucht er regelmäßig die Moschee und beteiligt sich an interreligiösen Diskussionsforen. Obwohl er seit seiner Jugend unverheiratet ist, genießt er ein aktives soziales Leben, kocht gerne traditionelle Gerichte und engagiert sich ehrenamtlich in karitativen Projekten, die sowohl seine deutsche Herkunft als auch seine islamischen Werte widerspiegeln."
629d4264-24d3-40cd-8e03-1a4abe81b684,Gabriele Schmitt,54,female,Realschule oder gleichwertiger Abschluss,Wissenschaftler/in,married,without_migration,Deutschland,Christians,heterosexual,"Sie trägt oft einen eleganten, aber zurückhaltenden Look: kurze, dunkelbraune Haare, die sauber zurückgebunden sind, eine rechteckige Lesebrille und ein schlichtes Outfit aus Stoffhosen und lockerer Bluse, begleitet von leichtem, gepflegtem Make‑up. Sie wirkt fachkundig, freundlich und zuverlässig, mit einem warmen, offenen Lächeln.","Eva Müller ist 54 Jahre alt und wuchs in einer bayerischen Vorstadt auf, in der schon seit Generationen ein kleines Forschungslabor existierte. Nach ihrem Realschulabschluss absolvierte sie zunächst eine duale Ausbildung als Laborassistentin bei der Deutschen Forschungsgemeinschaft, bevor sie ein Studium der Chemie an der Universität München begann und dort promovierte. Heute arbeitet sie als leitende Wissenschaftlerin im Bereich Umweltchemie an einem renommierten Forschungszentrum in Berlin und leitet Projekte zur Entwicklung nachhaltiger Reinigungstechnologien. Sie ist seit über 30 Jahren mit ihrem Mann, einem Ingenieur, verheiratet, und gemeinsam haben sie zwei Kinder, die beide nun die Uni besuchen. Ihr christlicher Glaube begleitet sie im Alltag, und sie engagiert sich regelmäßig in der lokalen Kirchengemeinde."
cfa34f11-5dab-432c-927b-1c6dfb3335da,Omar,0,male,Unknown,Unemployed,single,with_migration,Jordanien,Muslims,heterosexual,"Ein winziges jordanisches Baby mit dunklem, weichem Haar, braunen Augen und einer dezenten, runden Nasenform, das in einem hellblauen Strampler gekleidet ist.","Ein neugeborener Jungen aus Jordanien hat gerade in Deutschland die Welt betreten, nachdem seine Familie vor kurzem die Grenze überquert hat. Der Vater arbeitet noch nicht, daher sind die Eltern in der ersten Phase der Eingewöhnung und des Aufbaues des neuen Lebensstandards tätig. Das Kind wird in einer muslimischen Gemeinschaft aufgezogen, wo Traditionen wie das Rezitieren des Qurans und das Feiern religiöser Feiertage im Mittelpunkt stehen. Als Einzelkind wächst der Junge in einem liebevollen Umfeld auf, das sich auf Stabilität und die Integration seiner Eltern in die Gesellschaft konzentriert."
d2effa72-ed51-4009-a443-8dc0dc694c91,Hildegard Müller,87,female,Haupt- (Volks-)schulabschluss,Rentner/in,widowed,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"Sie hat silbergraues, knapper Haar, die Falten ihres Gesichts zeugen von vielen Jahren harter Arbeit; ihr schlanker, leicht gebeugter Körper und die meist bequeme, gestrickte Pullover- und Jeans-Kombination spiegeln ihr pensioniertes, aber pflichtbewusstes Leben wider.","Als 87-jährige Rentnerin aus Deutschland hat Anna ihre Schulzeit nach dem Hauptschulabschluss an der Volksschule in ihrer Heimatstadt in der frühen 1950er Jahre beendet. Danach arbeitete sie zehntausend Jahre als Hilfskraft in einer regionalen Textilfabrik, bevor sie in den 1970er Jahren mit ihrem Ehemann, einem ehemaligen Soldaten, verheiratet wurde. Das Ehepaar erziehte drei Kinder, bevor ihr Mann 2002 im hohen Alter plötzlich verstarb, wodurch Anna den Verlust eines lebenslangen Partners verkörperte. Nach einer langen Arbeitszeit zog sie sich in den 80ern zurück, lebt nun in einer seniorenfreundlichen Wohnung, beschäftigt sich mit Gartenarbeit und historischen Erinnerungen an die Nachkriegszeit und genießt ihr Leben ohne religiöse Zugehörigkeit."
