uuid,name,age,gender,education,occupation,marriage_status,migration_status,origin,religion,sexuality,appearance,biography
b648397f-0592-4100-b1e0-3a7177ee8ab4,Elisabeth Schmidt-Kinderhilfe,58,female,Abschluss der polytechnischen Oberschule,Erzieher/in,married,without_migration,Deutschland,Christians,heterosexual,"Die Frau ist mittelalterlich, hat eine gesunde, körperlich anspruchslose Gestalt und weist einen lebhaften Augenfarben von braunen Augen auf. Ihre Haarfarbe","Frau Maria Schmidt, geboren im Jahr 1962 in Deutschland, hat ihre Schulausbildung an einer Polytechnischen Oberschule abgeschlossen. Sie ist verheiratet und arbeitet seit über 30 Jahren als Erzieherin in einem Kindergarten in ihrer Heimatstadt. Als Kind der Christlichen Kirche, lebt sie heute noch mit ihren religiösen Wurzeln verbunden. Sie ist heterosexuell"
c0c12c7b-fe97-4345-ac52-7f5374254f95,Ahmad Mustafa Albrecht,51,male,Fachhochschul- oder Hochschulreife,Buchhalter/in,single,without_migration,Deutschland,Muslims,heterosexual,"Der Mann ist etwa 51 Jahre alt, hat dunkelbraune Haare im mittellangen Stil, die teilweise zurückgezogen sind, wodurch seine braunen Augen hervorgehoben werden","Geboren ist Mohammad Ahmed am 16. November 1970 in Hamburg, Deutschland, als Sohn eines deutschen Mütters und türkisch-deutschen Vaters. Er wuchs im Hamburger Stadtteil Altona auf und schloss seine Schulausbildung an der Albert-Schweitzer-Oberschule ab. Nach seinem Abitur 1989 studierte er Wirtschaftswissenschaften an der Fach"
629d4264-24d3-40cd-8e03-1a4abe81b684,Dr. Anna Maria Schmidt-Jansen,54,female,Realschule oder gleichwertiger Abschluss,Wissenschaftler/in,married,without_migration,Deutschland,Christians,heterosexual,"Die Frau ist im mittleren Alter (54 Jahre) und hat einen würdigen, intellektuellen Ausdruck auf ihrem Gesicht. Ihre Augen sind tiefgrün und glänzen mit","Die Frau, jetzt 54 Jahre alt, wurde als Tochter eines Arbeiterpaars im ländlichen Deutschland geboren. Nach der Realschulbildung begann sie ihre berufliche Laufbahn bei einem regionalen Unternehmen, wo sie aufgrund ihrer lebhaften Intelligenz und ihrer präzisen Arbeit rasch aufstieg. Heute arbeitet sie als Wissenschaftlerin an einer führenden Forschungsst"
cfa34f11-5dab-432c-927b-1c6dfb3335da,Ahmed Al-Rassas,0,male,Unknown,Unemployed,single,with_migration,Jordanien,Muslims,heterosexual,"Ein junger Mann mit dunklem Mittellängenhaar, braunen Augen und einer mittelorientalischen Erscheinung weist ein traditionelles Gewand auf, das anzeigt, dass er aus","Geboren ist Ahmad am 1. Januar im Jahr X im konservativen Dorf Al-Karak in Jordanien. Er wuchs in einer großen muslimischen Familie auf, seine Eltern waren Landarbeiter und erwarben über Jahre hinweg das Land, das sie bewirtschafteten. Nach seiner Schulzeit in Jordanien zog es Ahmad nach Europa, um dort eine Ausbildung als Ingenieur zu absolvieren. Aufgrund"
d2effa72-ed51-4009-a443-8dc0dc694c91,Elise Kramer,87,female,Haupt- (Volks-)schulabschluss,Rentner/in,widowed,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"Die Frau ist 87 Jahre alt, hat mittellange graue Haare, welche meistens gebunden sind, und trägt häufig Brille. Ihr Gesicht ist durch Liniengesicht und d","Diese Frau ist eine 87-jährige deutsche Rentnerin, die ihren gesamten Leben in Deutschland verbracht hat ohne jemals zu migrieren. Sie besaß einen Hauptschulabschluss und arbeitete ihr ganzes Leben, bevor sie als Witwe pensioniert wurde. Obwohl sie religiös ungebunden ist, hielt sie stets an den traditionellen Werte ihres Landes fest und bet"
765cb220-2436-4d63-951a-756edf933d5e,Johann Christian Einziger,1,male,Unknown,Unemployed,single,without_migration,Deutschland,Christians,heterosexual,"Ein junger Mann mit deutschen Wurzeln, aufgrund seines Untersuchungszeitraums ohne formale Bildung belegbar. Er hat kurze braune Haare, dunkelbraune Augen und eine","Geboren ist Johannes Müller am 1. Januar in einem kleinen Ort im westdeutschen Landkreis XYZ. Seine Eltern arbeiteten beide als Arbeitskräfte in der lokalen Industrie. Als Einjähriger lebt er bei seinen Eltern in einem traditionellen deutschen Haus. Da keine genaueren Informationen zur Ausbildung vorliegen, ist seine Bildungsprüfung unbekannt. Aktuell"
ea97e944-2d34-4478-b94f-0fe72327aa5f,Fatima Al-Kadhim,54,female,Realschule oder gleichwertiger Abschluss,Sozialarbeiter/in,single,with_migration,Irak,Muslims,heterosexual,"Eine 54-jährige Frau von irakischer Herkunft, mit dunkelbraunen Haaren, die in einem traditionellen Muslim-Kopftuch verhüllt ist. Ihre Augen sind","Geboren ist sie im Jahr 1967 als Tochter irakischer Eltern in Bagdad. Nach einem Realschulabschluss begann sie ihre berufliche Laufbahn als Sozialarbeiterin in ihrer Heimatstadt. In den 1990er Jahren emigrierte sie nach Deutschland aufgrund der politischen Instabilität in Irak. Sie engagiert sich seitdem in verschiedenen sozialen Projekten,"
65d97cd2-d614-4c3d-9863-1e5882c37eeb,Ahmet-Felix Schmidt,44,male,Realschule oder gleichwertiger Abschluss,Polizist/in,single,without_migration,Deutschland,Muslims,heterosexual,"Der Mann ist 44 Jahre alt, hat eine athletisch-robuste Statur mit einem Höhenwuchs von etwa 175 cm. Er trägt kurze dunkelbraune Haare, die of","Der 44-jährige Mann, Herrn Muhammad, stammt ursprünglich aus Deutschland und praktiziert den Islam. Er hat eine Realschulbildung erreicht und arbeitet als Polizist in seinem Heimatort. Aktuell ist er unverheiratet. Während seiner Karriere als Polizist hat er viele kulturellen und sozialen Herausforderungen bewältigt und dabei seine"
bb83bded-fb9a-4f23-9e79-01cbd6ed7c06,Fatima Zahra Al-Hussein,68,female,Realschule oder gleichwertiger Abschluss,Rentner/in,married,with_migration,Syrien,Muslims,heterosexual,"Eine 68-jährige Frau, mit einem schwarzen Haarkleid, das unter einem schlichten Kopftuch verborgen ist. Ihre Augen sind dunkelbraun, und ihre Haut",Eine 68-jährige Frau namens Fatima wuchs in Syrien auf und erhielt dort eine Realschulbildung oder einen gleichwertigen Abschluss. Sie ist muslimisch geprägt und heiratete früh in ihrem Leben. Im Laufe ihrer beruflichen Laufbahn war sie nicht im Arbeitsmarkt aktiv und ging in den Ruhestand. Später zog sie nach Deutschland und lebt seitdem mit
30db49f4-552b-4f73-9fff-6d319218de59,Olga Schmidt-Novak,9,female,Unknown,Schüler/in,single,with_migration,Ukraine,Christians,heterosexual,"Eine neunjährige Mädchenschülerin mit dunkelblonden Pferdeschweifhaaren, blauen Augen und roten Lippen. Ihre Kleidung ist geprägt von tradition","Diese Biografie handelt von Anna, einer neunjährigen Mädchen aus der Ukraine. Sie lebt zurzeit in Deutschland, da ihre Eltern im Jahr 2014 als Flüchtlinge hierher kamen. Anna ist sehr interessiert an Lernen und freut sich jeden Tag auf den Besuch ihrer Schule. In ihren Freizeit-Stunden liebt sie es, zu tanzen und mit ihrem Vater Fußball zu"
9b43c89a-2fc1-4f7b-af60-59a0a59ff2e8,Anna Nowak-Smith,37,female,Fachhochschul- oder Hochschulreife,Anwalt/Anwältin,married,with_migration,Polen,Christians,heterosexual,"Eine 37-jährige Frau mit polnischen Wurzeln, die als Anwältin arbeitet und verheiratet ist. Sie hat eine Fachhochschul- bzw. Hochschulre","Diese Frau ist eine 37-jährige Polnische Anwältin, geboren und aufgewachsen in einem ländlichen Gebiet Polens. Sie hat eine Fachhochschul- bzw. Hochschulreife erworben und studierte Rechtswissenschaft an einer Universitätsfakultät. Nach ihrem Studium zog sie nach Deutschland, um hier als Anwältin zu arbeiten. Heute lebt sie"
c0ebc49f-feb6-42db-be3f-05e525225a75,Dr. Elena Petrova-Smith,62,female,Realschule oder gleichwertiger Abschluss,Arzt/Ärztin,widowed,with_migration,Bulgarien,Religiously_unaffiliated,heterosexual,"Eine 62-jährige Frau, die als Ärztin arbeitet und durch ihre berufliche Tätigkeit einen professionellen Anspruch aufweist. Ihr Gesicht ist von leichten Falten um","Dr. Maria Petrova, geboren im Jahr 1959 in Bulgarien, wuchs in ihrer Heimatstadt Sofia auf. Sie absolvierte eine Realschulbildung und entschied sich später für den medizinischen Beruf. Im Alter von 30 Jahren emigrierte sie nach Deutschland, um dort ihre Ausbildung als Ärztin fortzusetzen. In ihren rund vierzigjährigen Karrierej"
a400a819-8895-4aa2-b2cd-1bcf49b95e0c,Emma Schneider,13,female,Unknown,Schüler/in,single,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"Die 13-jährige Mädchen aus Deutschland hat eine athletische Gestalt, wie sie typisch für eine Schülerin ist. Ihr dunkelblauer Haarkleid wird oftmals in einen lock","In der Mitte des 21. Jahrhunderts wuchs die junge Frau, geboren und aufgewachsen in Deutschland, als Tochter eines Lehrers und einer Krankenschwester. Ihre Jugend war von Schulbüchern und Sommerferien geprägt. Im Alter von 13 Jahren besuchte sie bereits eine deutsche Grundschule, wo sie sich bereits für Mathematik und Naturwissenschaften interessierte. Ob"
0979904f-cf5e-4ccd-837b-09ceac0c10b4,Fatima Aliyeva,57,female,Realschule oder gleichwertiger Abschluss,Soldat/in,divorced,with_migration,Ukraine,Muslims,heterosexual,"Die Frau ist eine Maturin mit einem Alter von 57 Jahren. Ihr Gesicht zeigt die Spuren der Zeit, mit leichten Falten um die Augen und Mund. Sie hat mittellange dunkel","In der Ukraine geboren, eine Muslimin mit ukrainischer Herkunft, sie zog im jungen Alter nach Deutschland, um dort ihre Ausbildung als Soldatin fortzusetzen. Nach ihrer aktiven Militärzeit heiratete sie einen Mann, mit dem sie eine glückliche Ehe führte, bis sie sich scheiden ließen. Sie hat keine Kinder und besitzt nur den Realschulabschluss oder dessen äqu"
8d572b3f-d006-4cb1-94b8-ac884f976382,Emma Schmidt,1,female,Unknown,Unemployed,single,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"Eine kleine, zierliche Mädchen-Kind mit blonden Haaren, leuchtend blauen Augen und rosa Lippen. Ihre Kleidung ist unprächtig, wahrschein","In the heart of Germany, a young girl named Sophia was born into a family with deep roots in the region. As her first birthday approached, she found herself in a peaceful town, surrounded by the vibrant culture and history that defined her homeland. Despite an uncertain educational background at such a tender age, her natural curiosity sparked an insatiable thirst for knowledge that would follow her throughout life. At one year old, Sophia was single, without any religious affiliations, and"
99494bdc-806a-4e5f-8026-3293cb77adbc,Johanna Schmidt,11,female,Unknown,Schüler/in,single,without_migration,Deutschland,Christians,heterosexual,"Eine 11-jährige Mädchenschülerin, von deutscher Herkunft, zeigt eine gesunde Entwicklung. Ihr Haarfarbe ist blonde oder braun, Abhängig vom individ","Diese Biografie bezieht sich auf eine 11-jährige Mädchen namens Lisa, die im Herzen Europas, Deutschland, geboren wurde und zurzeit dort lebt. Lisa wuchs in einem christlichen Elternhaus auf und ist heterosexuell. Sie träumt schon seit ihrer Kindheit davon, Lehrerin zu werden und wird bereits in der Schule als intelligente und engagierte Schülerin wahr"
408147eb-d1e3-4203-8244-374b85973d3d,Vandana Kumari Singh,30,female,Fachhochschul- oder Hochschulreife,Mechaniker/in,single,with_migration,Indien,Hindus,heterosexual,"Eine 30-jährige Frau mit dunkelbraunen Haaren, die oft in einem lockigen Ponytail gebunden ist. Sie hat eine tief liegende Nase und dunkelbraune Aug","Eine junge Frau namens Preeti stammt aus Indien und ist durch eine Migration nach Deutschland gelandet. Sie wurde im Alter von 28 Jahren Fachhochschul- bzw. Hochschulreif und studierte Mechanik, was ihr die Möglichkeit gab, im Automobilsektor zu arbeiten. Aktuell ist sie unverheiratet und widmet sich ihrer beruflichen Karriere, während sie auch ihre"
4ccaaa4f-046b-487b-ac0a-aef7d15d013d,Petar Divorced Cook,41,male,Haupt- (Volks-)schulabschluss,Koch/Köchin,divorced,with_migration,Bulgarien,Christians,heterosexual,"Dieser Mann von 41 Jahren hat eine dunkle Haarfarbe, wahrscheinlich entweder Schwarz oder Braun, und trägt eine kurze bis mittellange Haarpferikation.","In der Mitte seines vierundvierzigsten Lebens, nach einer früheren Ehe, lebt der Mann als Koch in Deutschland. Geboren in Bulgarien, ist seine Schulbildung auf Hauptschule beschränkt geblieben. Im Alter von 28 Jahren wanderte er ins Ausland, um eine neue Perspektive zu finden. Er fand Arbeit im Bereich der Gastronomie und entwickelte sich zum"
00a80a13-d5a6-4a67-985e-f6ff61c45687,Ahmed Zeko,54,male,Haupt- (Volks-)schulabschluss,Bauarbeiter/in,single,with_migration,Bosnien und Herzegowina,Christians,heterosexual,"Der Mann hat ein mäßiges Alter von 54 Jahren, seine Haut ist durch Sonne und Arbeit leicht gefärbt und zeigt etwas Tiefenlinien um die Augen. Er trägt eine","Der 54-jährige Mann stammte ursprünglich aus Bosnien und Herzegowina, jedoch wanderte er zu einem frühen Alter nach Deutschland aus. Er besitzt einen Hauptschulabschluss und arbeitet heute als Bauarbeiter. Obwohl er bisher ledig blieb, hat er viele enge Freundschaften aufgebaut. Als Christlicher und heterosexueller Mann lebt"
7d1f8802-c0f8-40ea-80a1-6b52cf79bdee,Mustafa-Hans Schmidt-Meier,58,male,Fachhochschul- oder Hochschulreife,Sekretär/in,married,without_migration,Deutschland,Muslims,heterosexual,Dieser Mann ist im mittleren Alter von 58 Jahren. Mit schwarzem Haar und ein wenig grauen Haaren an den Seiten zeigt er Zeichen seines fortgeschrittenen Alters. Seine,"Der 58-jährige Herr Müller stammt ursprünglich aus Deutschland und hat eine akademische Ausbildung, wobei er entweder eine Fachhochschul- oder Hochschulreife erreichte. Er arbeitet seit mehr als drei Jahrzehnten als Sekretär und ist verheiratet. Als Angehöriger der deutschen Muslim-Gemeinschaft lebt er offenheitssü"
296d4c1d-8078-4a0c-b49a-663d4d265252,Johann Christian Lehrer,28,male,Fachhochschul- oder Hochschulreife,Lehrer/in,single,without_migration,Deutschland,Christians,heterosexual,"Ein junger Mann mit einer mittleren Körpergröße hat dunkelblaue Augen und dunkelbraunes Haar. Er trägt meistens eine schlichte, schwarze Kle","Der 28-jährige Mann, geboren und aufgewachsen in Deutschland, ist als Lehrer tätig. Er hat eine akademische Bildung erlangt, entsprechend seiner Fachhochschul- oder Hochschulreife. Als Single lebt er momentan ohne Ehepartner, wobei seine spirituelle Orientierung im Christentum liegt. In seinem privaten Leben zeigt er eine heterosexuelle Pr"
86c4207c-f8d6-4db1-a4fc-66ae42da9178,Aminatou Diallo-Senghore,50,female,Haupt- (Volks-)schulabschluss,Wissenschaftler/in,married,with_migration,Gambia,Muslims,heterosexual,"Eine Frau von etwa 50 Jahren mit einer warmen Hautfarbe, dunkelbraune Augen und schwarzem Haar, das meistens in einen lockigen Afro-Stil gebunden ist. Sie tr","In Gambia, a West African nation, a woman named Aminat Jammeh was born and raised in a humble yet close-knit Muslim community. After completing her primary education, she demonstrated an extraordinary aptitude for science, which led to her migrating to Germany at the age of 25. There, she pursued a career as a scientist, overcoming numerous challenges as a foreign woman in a predominantly male field. Today, at 50 years old"
ac05f98f-8bf5-4a24-a6f1-7dd79fdba648,Olga Schmidt-Kulchytskyj,34,female,Realschule oder gleichwertiger Abschluss,Koch/Köchin,married,with_migration,Ukraine,Religiously_unaffiliated,heterosexual,"Eine Frau von mittlerem Alter (34) mit dunkelbraunen, welligen Haaren, die meistens in einem traditionellen Kochoutfit gekleidet ist. Ihre Augen sind hellbra","In der Mitte des 1980er-Jahre wurde Anna geboren in einer kleinen Stadt im westlichen Ukraine. Sie wuchs in einer traditionellen, aber offenen Familie auf und erwarb nach ihrer Realschulzeit eine Ausbildung als Köchin. Im Jahr 2004, während der Europäischen Fußballmeisterschaft, zog sie nach Berlin, um neue kulinarische Horizonte zu erkunden und das"
8e8c22a5-990a-47ed-ac16-f850ef288317,Margarete Schmidt-Müller,77,female,Haupt- (Volks-)schulabschluss,Rentner/in,married,without_migration,Deutschland,Christians,heterosexual,"Eine 77-jährige Frau, verheiratet mit einem traditionellen deutschen Aussehen. Ihre Augen sind leicht verschlafft, aber sie haben noch einen warmen Glanz. Sie trägt ihr","Die Frau, die heute im Alter von 77 Jahren lebt, ist deutsche Staatsbürgerin und wurde hier geboren. Sie hat ihre Schulbildung auf der Hauptschule beendet. In jungen Jahren war sie verheiratet und lebt bis heute noch in dieser Ehe. Ihr Beruf lag in der Rentenzeit, was typisch für ihre Generation ist. Als Religion betrachtet sie sich als Christin. Sie le"
d7d1e26a-f280-4e73-9ef7-cf6f243e2962,Fatima Kadir Muslimovic,26,diverse,Fachhochschul- oder Hochschulreife,Informatiker/in,single,with_migration,Aserbaidschan,Muslims,heterosexual,"Eine diverse Person im Alter von 26 Jahren mit einem muslimischen Hintergrund aus Aserbaidschan hat wahrscheinlich dunkelbraune Haare, die teils geschoren oder geflochten sind","In der multikulturellen Stadt Baku in Aserbaidschan wurde im Jahr 1995 eine diverse junge Frau namens Ayla geboren. Nach der Schulausbildung an einem Gymnasium erwarb sie eine Fachhochschul- bzw. Hochschulreife und zog im Alter von 18 Jahren nach Deutschland, um dort an der Technischen Universität ihr Studium der Informatik aufzunehmen."
51b33860-7fc1-49f7-a4d7-3f77a68c798d,Elisabeth Schmidt-Retiree,69,female,Abschluss der polytechnischen Oberschule,Rentner/in,married,without_migration,Deutschland,Religiously_unaffiliated,heterosexual,"Die Frau ist ein älteres Rentnerinnenpaar angehörend, ihr Alter liegt bei 69 Jahren. Ihr Haarfarbe ist silbern weiß, sie trägt es lang und glatt","Frau Anna Müller, geboren im Jahr 1952 in Hamburg, Deutschland, ist seit dem Alter von 60 Jahren als Rentnerin tätig. Sie hat ihre Schulzeit an einer Polytechnischen Oberschule abgeschlossen. Seit 1974 ist sie verheiratet und lebt noch heute mit ihrem Ehemann in ihrer Heimatstadt. Ihre religiöse Anschauung kann als sä"
15f1abf7-5753-4254-aa35-f475961324f2,Abraham Yared Verkaufmann,23,male,Realschule oder gleichwertiger Abschluss,Verkäufer/in,single,with_migration,Eritrea,Christians,heterosexual,"Ein 23-jähriger Mann mit dunkelhäutigen Haut, schwarzen Haaren aufgestellt in einem kurzen Kürzel, dunklen Augen und einer gesunden, athletisch wirks",Der 23-jährige Mann stammt ursprünglich aus Eritrea und ist Mitglied der Christlichen Religionsgemeinschaft. Er hat eine Realschulbildung erlangt und arbeitet zurzeit als Verkäufer. Im Alter von 18 Jahren musste er aufgrund politischer Unruhen seines Heimatlandes flüchten und lebt seitdem in Deutschland. Er ist bisher unverheirat
e7a7a47d-b3ab-4bcd-b715-a3cc966ad0d1,Helene Schmidt-Müller,57,female,Fachhochschul- oder Hochschulreife,Krankenpfleger/in,married,with_migration,Österreich,Christians,heterosexual,"Eine Frau im mittleren Alter von etwa 57 Jahren mit einer erhabenen Statur von ca. 1,65 m. Ihre Augen sind tiefgrün und voller Kompassion, entspreche","Frau Maria Schmidt, geboren im Jahr 1964 in Österreich, ist eine erfahrene Krankenschwester verheiratet lebend. Sie hat ihre Ausbildung an einer Fachhochschule abgeschlossen und besitzt eine allgemeine Hochschulreife. Im Jahr 1988 wanderte sie nach Deutschland aus, um dort ihren Traumberuf zu verfolgen. Sie heirat"
59b9b9d1-0a40-4968-bb50-39e31a78eb95,Mustafa Ahmet Azeri,66,male,Haupt- (Volks-)schulabschluss,Künstler/in,married,with_migration,Aserbaidschan,Muslims,heterosexual,"Ein alternder Mann im mittleren Alter von 66 Jahren mit dunkelbraunem Haaranstrich auf einem schmalen Kopf, welcher oft verdeckt wird durch eine traditionelle Turban-","Geboren ist Ahmet in Aserbaidschan im Jahr 1955. Er wuchs in seiner Heimatstadt als eines von fünf Kindern einer traditionellen muslimischen Familie auf. Nach dem Abschluss der Hauptschule begann er eine Lehre als Steinmetz, die er später in einer Künstlergemeinschaft in Berlin fortsetzte. In den 80er Jahren heiratete er seine Jugendliebe und zog nach Deutschland"
a3913846-6de0-4f90-86b0-bcd200e2a893,Jelena-Marija Zdravkovic-Nurse,64,female,Realschule oder gleichwertiger Abschluss,Krankenpfleger/in,single,with_migration,Serbien,Christians,heterosexual,"Eine 64-jährige Frau mit serbischen Wurzeln hat mittellange graue Haare, die oftmals unter einem schlichten Kopfbedeckungsstück verborgen sind. Ihre","Born in Serbia in the year 1957, Ana grew up in a modest family and completed her education at a local Realschule or equivalent institution. At a young age, she developed a strong compassion for helping others, leading her to pursue a career as a nursing assistant in Germany, where she migrated in her twenties. With over four decades of experience as a dedicated healthcare professional, Ana has spent her life caring for patients with empathy and diligence, remaining"
82aca805-9c8d-40a0-bea6-0a1caec92a72,Elisabeth Schmidt-Müller,62,female,Abschluss der polytechnischen Oberschule,Lkw-Fahrer/in,married,without_migration,Deutschland,Christians,heterosexual,"Eine Frau im mittleren Alter von 62 Jahren mit mäßiger Körperbehaarung, blasser Haut und leichten Falten um die Augen, die durch viele Jahre am Lenkrad eines","Frau Maria Schmidt, geboren am 15. Mai 1958 in Hannover, Deutschland, ist eine erfahrene LKW-Fahrerin mit 62 Jahren. Sie absolvierte ihre Schulbildung an einer polytechnischen Oberschule und hat seit jungen Tagen eine Leidenschaft für den Straßenverkehr entwickelt. Heute ist sie verheiratet und lebt glücklich mit ihrem"
